gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR03599	6.377131539	1.723505402	0.66175697	2.604438607	0.009202491	0.045612345	NA	NA	YloV	DAK2 domain fusion protein YloV	NA	NA	"This model describes a protein family that contains an N-terminal DAK2 domain (PF02734), so named because of similarity to the"
TIGR01532	124.4681572	0.590231951	0.227930333	2.589527877	0.009610764	0.047429745	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	E4PD_g-proteo	erythrose-4-phosphate dehydrogenase	epd	1.2.1.72	"This HMM represents the small clade of dehydrogenases in gamma-proteobacteria which utilize NAD+ to oxidize erythrose-4-phosphate (E4P) to 4-phospho-erythronate, a precursor for the de novo synthesis of pyridoxine Accordingly, this model is very close to the corresponding models for GAPDH, and those sequences which hit above trusted here invariably hit between trusted and noise to the GAPDH model (TIGR01534)."
TIGR02273	19.1283741	0.96052009	0.372190161	2.580724027	0.009859336	0.048049855	Transcription	RNA processing	16S_RimM	16S rRNA processing protein RimM	rimM	NA	"This family consists of the bacterial protein RimM (YfjA, 21K), a 30S ribosomal subunit-binding protein implicated in 16S ribsomal RNA processing. It has been partially characterized in Escherichia coli, is found with other translation-associated genes such as trmD. It is broadly distributed among bacteria, including some minimal genomes such the aphid endosymbiont Buchnera aphidicola. The protein contains a PRC-barrel domain that it shares with other protein families (PF05239) and a unique domain (PF01782). This model describes the full-length protein. A member from Arabidopsis (plant) has additional N-terminal sequence likely to represent a chloroplast transit peptide."
TIGR03108	52.99835438	-0.493900352	0.191203414	-2.583114718	0.009791276	0.048049855	NA	NA	eps_aminotran_1	exosortase A system-associated amidotransferase 1	NA	NA	"The predicted protein-sorting transpeptidase that we call exosortase (see TIGR02602) has distinct subclasses that associated with different types of exopolysaccharide production loci. This model represents a distinct clade among a set of amidotransferases largely annotated (not necessarily accurately) as glutatime-hydrolyzing asparagine synthases. Members of this clade are essentially restricted to the characteristic exopolysaccharide (EPS) regions that contain the exosortase 1 genome (xrtA), in genomes that also have numbers of PEP-CTERM domain (TIGR02595) proteins."
TIGR03700	51.45922094	-0.626490089	0.242769113	-2.58060048	0.009862865	0.048049855	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	mena_SCO4494	"putative menaquinone biosynthesis radical SAM enzyme, SCO4494 family"	NA	NA	"Members of this protein family appear to be involved in menaquinone biosynthesis by an alternate pathway via futalosine, based on close phylogenetic correlation with known markers of the futalosine pathway, gene clustering in many organisms, and paralogy with the SCO4550 protein."
TIGR02403	32.27458349	1.004324556	0.390547577	2.571580562	0.010123546	0.049060059	NA	NA	trehalose_treC	"alpha,alpha-phosphotrehalase"	treC	3.2.1.93	"Trehalose is a glucose disaccharide that serves in many biological systems as a compatible solute for protection against hyperosmotic and thermal stress. This family describes trehalose-6-phosphate hydrolase, product of the treC (or treA) gene, which is often found together with a trehalose uptake transporter and a trehalose operon repressor."
TIGR03311	59.11618182	-0.81863524	0.318477844	-2.570462136	0.010156293	0.049060059	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	Se_dep_XDH	selenium-dependent xanthine dehydrogenase	xdh	1.17.1.4	"Members of this protein resemble conventional xanthine dehydrogenase enzymes, which depend on molybdenum cofactor - molybdopterin bound to molybdate with two sulfur atoms as ligands. But all members of this family occur in species that contain markers for the biosynthesis of enzymes with a selenium-containing form of molybdenum cofactor. The member of this family from Enterococcus faecalis has been shown to act as a xanthine dehydrogenenase, and its activity if dependent on SelD (selenophosphate synthase), selenium, and molybdenum."
TIGR00119	37.37834896	0.709917232	0.277476864	2.558473604	0.01051328	0.050570208	Amino acid biosynthesis	Pyruvate family	acolac_sm	"acetolactate synthase, small subunit"	ilvN	2.2.1.6	Acetolactate synthase is a heterodimeric thiamine pyrophosphate enzyme with large and small subunits. One of the three isozymes in E. coli K12 contains a frameshift in the large subunit gene and is not expressed. acetohydroxyacid synthase is a synonym.
TIGR03415	106.7276853	0.591462325	0.231341083	2.556667923	0.010568005	0.050619856	Transport and binding proteins	"Amino acids, peptides and amines"	ABC_choXWV_ATP	"choline ABC transporter, ATP-binding protein"	choV	NA	"Members of this protein family are the ATP-binding subunit of a three-protein transporter. This family belongs, more broadly, to the family of proline and glycine-betaine transporters, but members have been identified by direct characterization and by bioinformatic means as choline transporters. Many species have several closely-related members of this family, probably with variable abilities to act additionally on related quaternary amines."
TIGR00680	13.40273922	-0.819529486	0.320800136	-2.554641954	0.010629708	0.050702371	Transport and binding proteins	Cations and iron carrying compounds	kdpA	"K+-transporting ATPase, KdpA"	kdpA	3.6.3.12	"Kdp is a high affinity ATP-driven K+ transport system in Escherichia coli. It is composed of three membrane-bound subunits, KdpA, KdpB and KdpC and one small peptide, KdpF."
TIGR00032	60.55177897	0.606907899	0.238440971	2.545317178	0.010917852	0.051859796	Amino acid biosynthesis	Glutamate family	argG	argininosuccinate synthase	argG	6.3.4.5	"argG in bacteria, ARG1 in Saccharomyces cerevisiae. There is a very unusual clustering in the alignment, with a deep split between one cohort of E. coli, H. influenzae, and Streptomyces, and the other cohort of eukaryotes, archaea, and the rest of the eubacteria."
TIGR01216	28.05701539	0.689505998	0.271448306	2.540100575	0.01108206	0.052421361	Energy metabolism	ATP-proton motive force interconversion	ATP_synt_epsi	"ATP synthase, F1 epsilon subunit (delta in mitochondria)"	atpC	3.6.3.14	"This HMM describes one of the five types of subunits in the F1 part of F1/F0 ATP synthases. Members of this family are designated epsilon in bacterial and chloroplast systems but designated delta in mitochondria, where the counterpart of the bacterial delta subunit is designated OSCP. In a few cases (Propionigenium modestum, Acetobacterium woodii) scoring above the trusted cutoff and designated here as exceptions, Na+ replaces H+ for translocation."
TIGR01041	17.98506277	-0.947077847	0.373063356	-2.538651498	0.011128061	0.052421445	Energy metabolism	ATP-proton motive force interconversion	ATP_syn_B_arch	"ATP synthase archaeal, B subunit"	NA	3.6.3.14	Archaeal ATP synthase shares extensive sequence similarity with eukaryotic and prokaryotic V-type (H+)-ATPases.
TIGR00614	55.8148472	-1.012793154	0.399781657	-2.533365744	0.011297301	0.052999683	DNA metabolism	"DNA replication, recombination, and repair"	recQ_fam	"ATP-dependent DNA helicase, RecQ family"	NA	3.6.4.12	"All proteins in this family for which functions are known are 3-5 DNA-DNA helicases. This family is based on the phylogenomic analysis of JA Eisen (1999, Ph.D. Thesis, Stanford University)."
TIGR02055	29.12691571	-0.491127657	0.194081519	-2.530522531	0.011389277	0.053212196	Central intermediary metabolism	Sulfur metabolism	APS_reductase	thioredoxin-dependent adenylylsulfate APS reductase	NA	1.8.4.10	"This model describes recently identified adenosine 5-phosphosulfate (APS) reductase activity found in sulfate-assimilatory prokaryotes, thus separating it from the traditionally described phosphoadenosine 5-phosphosulfate (PAPS) reductases found in bacteria and fungi [1]. Homologous to PAPS reductase in enterobacteria, cyanobacteria, and yeast, APS reductase here clusters with, and demonstrates greater homology to plant APS reductase. Additionally, the presence of two conserved C-terminal motifs (CCXXRKXXPL & SXGCXXCT) distinguishes APS substrate specificity and serves as a FeS cluster [2]."
TIGR02846	48.3666584	1.045039963	0.413974692	2.524405436	0.011589418	0.053926272	Transcription	Transcription factors	spore_sigmaK	RNA polymerase sigma-K factor	sigK	NA	"The sporulation-specific transcription factor sigma-K (also called sigma-27) is expressed in the mother cell compartment of endospore-forming bacteria such as Bacillus subtilis. Like its close homolog sigma-E (sigma-29) (see TIGR02835), also specific to the mother cell compartment, it must be activated by a proteolytic cleavage. Note that in Bacillus subtilis (and apparently also Clostridium tetani), but not in other endospore forming species such as Bacillus anthracis, the sigK gene is generated by a non-germline (mother cell only) chromosomal rearrangement that recombines coding regions for the N-terminal and C-terminal regions of sigma-K."
TIGR01242	189.8122793	-0.445714813	0.177056227	-2.51736311	0.011823691	0.054757471	NA	NA	26Sp45	26S proteasome subunit P45 family	NA	NA	Many proteins may score above the trusted cutoff because an internal
TIGR02504	113.6117299	-0.462682478	0.183884336	-2.516160363	0.011864119	0.054757471	"Purines, pyrimidines, nucleosides, and nucleotides"	2'-Deoxyribonucleotide metabolism	NrdJ_Z	"ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent"	NA	1.17.4.1	"This model represents a group of adenosylcobalamin(B12)-dependent ribonucleotide reductases (Class II RNRs) related to the characterized species from Pyrococcus [1], Thermoplasma [2], Corynebacterium [3] and Deinococcus [3]."
TIGR00513	53.27480138	0.705792218	0.280858274	2.512983538	0.011971492	0.054872128	Fatty acid and phospholipid metabolism	Biosynthesis	accA	"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit"	accA	6.4.1.2	"The enzyme acetyl-CoA carboxylase contains a biotin carboxyl carrier protein or domain, a biotin carboxylase, and a carboxyl transferase. This model represents the alpha chain of the carboxyl transferase for cases in which the architecture of the protein is as in E. coli, in which the carboxyltransferase portion consists of two non-identical subnits, alpha and beta."
TIGR01243	176.9403593	-0.485451807	0.193325267	-2.511062388	0.012036842	0.054872128	NA	NA	CDC48	"AAA family ATPase, CDC48 subfamily"	NA	NA	"This subfamily of the AAA family ATPases includes two members each from three archaeal species. It also includes yeast CDC48 (cell division control protein 48) and the human ortholog, transitional endoplasmic reticulum ATPase (valosin-containing protein). These proteins in eukaryotes are involved in the budding and transfer of membrane from the transitional endoplasmic reticulum to the Golgi apparatus."
TIGR02168	77.73264992	-0.485505761	0.193447472	-2.50975501	0.012081495	0.054872128	Cellular processes	Cell division	SMC_prok_B	"chromosome segregation protein SMC, common bacterial type"	smc	NA	"SMC (structural maintenance of chromosomes) proteins bind DNA and act in organizing and segregating chromosomes for partition. SMC proteins are found in bacteria, archaea, and eukaryotes. This family represents the SMC protein of most bacteria. The smc gene is often associated with scpB (TIGR00281) and scpA genes, where scp stands for segregation and condensation protein. SMC was shown (in Caulobacter crescentus) to be induced early in S phase but present and bound to DNA throughout the cell cycle."
TIGR00957	26.88024483	-0.810606633	0.322888122	-2.510487618	0.012056455	0.054872128	Transport and binding proteins	Other	MRP_assoc_pro	multi drug resistance-associated protein (MRP)	NA	NA	"This model describes multi drug resistance-associated protein (MRP) in eukaryotes. The multidrug resistance-associated protein is an integral membrane protein that causes multidrug resistance when overexpressed in mammalian cells. It belongs to ABC transporter superfamily. The protein topology and function was experimentally demonstrated by epitope tagging and immunofluorescence. Insertion of tags in the critical regions associated with drug efflux, abrogated its function. The C-terminal domain seem to highly conserved."
TIGR01116	28.65640061	-0.92680007	0.369567025	-2.507799688	0.012148551	0.054957733	Transport and binding proteins	Cations and iron carrying compounds	ATPase-IIA1_Ca	sarco/endoplasmic reticulum calcium-translocating P-type ATPase	NA	3.6.3.8	"This model describes the P-type ATPase responsible for translocating calcium ions across the endoplasmic reticulum membrane of eukaryotes [1], and is of particular importance in the sarcoplasmic reticulum of skeletal and cardiac muscle in vertebrates [2]. These pumps transfer Ca2+ from the cytoplasm to the lumen of the endoplasmic reticulum. The calcium P-type ATPases have been characterized as Type IIA based on a phylogenetic analysis which distinguishes this group from the Type IIB PMCA calcium pump [4] modelled by TIGR01517."
TIGR02787	7.658236457	2.072198123	0.828717793	2.500487065	0.012402266	0.055228842	Regulatory functions	DNA interactions	codY_Gpos	GTP-sensing transcriptional pleiotropic repressor CodY	codY	NA	"This model represents the full length of CodY, a pleiotropic repressor in Bacillus subtilis and other Firmicutes (low-GC Gram-positive bacteria) that responds to intracellular levels of GTP and branched chain amino acids. The C-terminal helix-turn-helix DNA-binding region is modeled by PF08222 in Pfam."
TIGR00008	476.9829259	-0.524743473	0.209828445	-2.500821441	0.012390563	0.055228842	Protein synthesis	Translation factors	infA	translation initiation factor IF-1	infA	NA	"This family consists of translation initiation factor IF-1 as found in bacteria and chloroplasts. This protein, about 70 residues in length, consists largely of an S1 RNA binding domain (PF00575)."
TIGR00229	23.64617237	-0.980101586	0.391916478	-2.500791984	0.012391594	0.055228842	Regulatory functions	Small molecule interactions	sensory_box	PAS domain S-box	NA	NA	"The PAS domain was previously described. This sensory box, or S-box domain occupies the central portion of the PAS domain but is more widely distributed."
TIGR03478	21.60152864	-2.077007581	0.829749825	-2.503173267	0.012308527	0.055228842	Energy metabolism	Electron transport	DMSO_red_II_bet	"DMSO reductase family type II enzyme, iron-sulfur subunit"	NA	NA	"This model represents the iron-sulfur subunit, typically called the beta subunit, of various proteins that also contain a molybdopterin subunit and a heme b subunit. The group includes two distinct but very closely related periplasmic proteins of anaerobic respiration, selenate reductase and chlorate reductase. Other members of this family include"
TIGR00877	24.60089195	0.687593489	0.275545623	2.495388899	0.012581915	0.055810829	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purD	phosphoribosylamine--glycine ligase	purD	6.3.4.13	"Alternate name: glycinamide ribonucleotide synthetase (GARS). This enzyme appears as a monofunctional protein in prokaryotes but as part of a larger, multidomain protein in eukaryotes."
TIGR01517	22.61129447	-0.731087466	0.293571659	-2.490320313	0.012762801	0.056393773	NA	NA	ATPase-IIB_Ca	plasma-membrane calcium-translocating P-type ATPase	NA	3.6.3.8	"This model describes the P-type ATPase responsible for translocating calcium ions across the plasma membrane of eukaryotes [1], out of the cell. In humans and mice, at least, there are multiple isoforms of the PMCA pump with overlapping but not redundant functions. The calcium P-type ATPases have been characterized as Type IIB based on a phylogenetic analysis which distinguishes this group from the Type IIA SERCA calcium pump [4]."
TIGR00653	345.7058107	0.627037189	0.252109645	2.487160655	0.012876723	0.05667747	Amino acid biosynthesis	Glutamate family	GlnA	"glutamine synthetase, type I"	glnA	6.3.1.2	"Alternate name: glutamate--ammonia ligase. This model represents the dodecameric form, which can be subdivided into 1-alpha and 1-beta forms. The phylogeny of the 1-alpha and 1-beta forms appears polyphyletic. E. coli, Synechocystis PCC6803, Aquifex aeolicus, and the crenarcheon Sulfolobus acidocaldarius have form 1-beta, while Bacillus subtilis, Thermotoga maritima, and various euryarchaea has form 1-alpha. The 1-beta dodecamer from the crenarcheon Sulfolobus acidocaldarius differs from that in E. coli in that it is not regulated by adenylylation."
TIGR02430	122.3511371	0.539510027	0.217235332	2.48352799	0.013008811	0.056820094	NA	NA	pcaF	3-oxoadipyl-CoA thiolase	pcaF	2.3.1.174	"Members of this family are designated beta-ketoadipyl CoA thiolase, an enzyme that acts at the end of pathways for the degradation of protocatechuate (from benzoate and related compounds) and of phenylacetic acid."
TIGR03524	51.4602901	-1.607250767	0.647075231	-2.48387002	0.012996324	0.056820094	NA	NA	GldJ	gliding motility-associated lipoprotein GldJ	GldJ	NA	"Members of this protein family are exclusive to the Bacteroidetes phylum (previously Cytophaga-Flavobacteria-Bacteroides). GldJ is a lipoprotein linked to a type of rapid surface gliding motility found in certain Bacteroidetes, such as Flavobacterium johnsoniae [1]. Knockouts of GldJ abolish the gliding phenotype."
TIGR02638	14.57387942	1.470035707	0.597877907	2.458755692	0.013941946	0.060456907	Energy metabolism	Sugars	lactal_redase	lactaldehyde reductase	fucO	1.1.1.77	This clade of genes encoding iron-containing alcohol dehydrogenase (PF00465) proteins is generally found in apparent operons for the catabolism of rhamnose or fucose.
TIGR04137	17.70973804	-0.788409545	0.320850443	-2.457249361	0.014000547	0.060456907	NA	NA	Chlam_Ver_rRNA	Chlam_Verruc_Plancto small basic protein	NA	NA	"Members of this protein family are commonly found next to markers of rRNA processing such as YbeY. They are extremely lineage-restricted, in the Planctomycetes and Chlamydiae/Verrucomicrobia group. Since classification is based on rRNA molecular phylogeny, this provides additional support for a role in rRNA metabolism. This small protein, about 50 amino acids in length, is rich in basic residues, a third line of support for rRNA interaction."
TIGR01974	128.4348245	-0.999605998	0.406574198	-2.458606581	0.013947737	0.060456907	Energy metabolism	Electron transport	NDH_I_L	"proton-translocating NADH-quinone oxidoreductase, chain L"	NA	1.6.-.-	"This HMM describes the 12th (based on E. coli) structural gene, L, of bacterial NADH dehydrogenase I, as well as chain 5 of the corresponding mitochondrial complex I and subunit 5 (or F) of the chloroplast NAD(P)H-plastoquinone dehydrogenase complex."
TIGR01106	21.08916298	-0.915061727	0.372701933	-2.455210572	0.014080208	0.060571463	Energy metabolism	ATP-proton motive force interconversion	ATPase-IIC_X-K	"sodium or proton efflux -- potassium uptake antiporter, P-type ATPase, alpha subunit"	NA	3.6.3.-	"This model describes the P-type ATPases responsible for the exchange of either protons or sodium ions for potassium ions across the plasma membranes of eukaryotes. This model encompasses eukaryotes and consists of two functional types, a Na/K antiporter found widely distributed in eukaryotes and a H/K antiporter found only in vertebrates [1]. The Na+ or H+/K+ antiporter P-type ATPases have been characterized as Type IIC based on a published phylogenetic analysis [2]. Sequences from Blastocladiella emersonii (GP|6636502, GP|6636502 and PIR|T43025), C. elegans (GP|2315419, GP|6671808 and PIR|T31763) and Drosophila melanogaster (GP|7291424) score below trusted cutoff, apparently due to long branch length (excessive divergence from the last common ancestor) as evidenced by a phylogenetic tree."
TIGR01340	77.83014478	-0.762472533	0.311981188	-2.443969583	0.014526651	0.062257077	Energy metabolism	TCA cycle	aconitase_mito	"aconitate hydratase, mitochondrial"	NA	4.2.1.3	"This HMM represents mitochondrial forms of the TCA cycle enzyme aconitate hydratase, also known as aconitase and citrate hydro-lyase."
TIGR02393	776.1580948	-0.350155727	0.143594577	-2.438502443	0.014748259	0.062735132	Transcription	Transcription factors	RpoD_Cterm	"RNA polymerase sigma factor RpoD, C-terminal domain"	rpoD	NA	"This model represents the well-conserved C-terminal region of the major, essential sigma factor of most bacteria. Members of this clade show considerable variability in domain architecture and molecular weight, as well as in nomenclature:"
TIGR01957	127.5114974	-0.426738019	0.174931947	-2.439451596	0.014709573	0.062735132	Energy metabolism	Electron transport	nuoB_fam	"NADH-quinone oxidoreductase, B subunit"	NA	NA	This HMM describes the B chain of complexes that resemble
TIGR03402	246.9560483	0.502664052	0.206431883	2.435011714	0.014891308	0.063108144	NA	NA	FeS_nifS	cysteine desulfurase NifS	nifS	2.8.1.7	"Members of this protein family are NifS, one of several related families of cysteine desulfurase involved in iron-sulfur (FeS) cluster biosynthesis. NifS is part of the NIF system, usually associated with other nif genes involved in nitrogenase expression and nitrogen fixation. The protein family is given a fairly broad interpretation here. It includes a clade nearly always found in extended nitrogen fixation genomic regions, plus a second clade more closely related to the first than to IscS and also part of NifS-like/NifU-like systems. This model does not extend to a more distantly clade found in the epsilon proteobacteria such as Helicobacter pylori, also named NifS in the literature, built instead in TIGR03403."
TIGR01507	33.68721459	-0.9640829	0.397698864	-2.424153015	0.015344139	0.064786364	Fatty acid and phospholipid metabolism	Other	hopene_cyclase	squalene-hopene cyclase	shc	5.4.99.17	"SHC is an essential prokaryotic gene in hopanoid (triterpenoid) biosynthesis. Squalene hopene cyclase, an integral membrane protein, directly cyclizes squalene into hopanoid products [1,2]."
TIGR02997	683.4409939	-0.379338579	0.156598477	-2.422364429	0.015419878	0.064865908	NA	NA	Sig70-cyanoRpoD	"RNA polymerase sigma factor, cyanobacterial RpoD-like family"	NA	NA	This family includes a number of closely related sigma-70 (TIGR02937) factors in the cyanobacteria.
TIGR02951	18.08059938	-1.513798041	0.625838383	-2.418832213	0.01557042	0.06525838	NA	NA	DMSO_dmsB	"DMSO reductase, iron-sulfur subunit"	dmsB	NA	"This family consists of the iron-sulfur subunit, or chain B, of an enzyme called the anaerobic dimethyl sulfoxide reductase. Chains A and B are catalytic, while chain C is a membrane anchor."
TIGR02835	42.8336702	1.070673493	0.444653408	2.407883249	0.016045311	0.066274112	Cellular processes	Sporulation and germination	spore_sigmaE	RNA polymerase sigma-E factor	sigE	NA	"Members of this family comprise the Firmicutes lineage endospore formation-specific sigma factor SigE, also called SpoIIGB and sigma-29. As characterized in Bacillus subtilis, this protein is synthesized as a precursor, specifically in the mother cell compartment, and must cleaved by the SpoIIGA protein to be made active."
TIGR02120	44.33106568	-0.808881532	0.335665426	-2.409785072	0.015961921	0.066274112	Protein fate	Protein and peptide secretion and trafficking	GspF	type II secretion system protein F	gspF	NA	"This membrane protein is a component of the terminal branch complex of the general secretion pathway (GSP), also known as theType II secretion pathway."
TIGR03688	55.9241012	-1.355984219	0.563111421	-2.408021161	0.016039251	0.066274112	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	pupylate_PafA2	proteasome accessory factor PafA2	NA	6.3.2.-	"This protein family is paralogous to (and distinct from) the PafA (proteasome accessory factor) first described in Mycobacterium tuberculosis (see TIGR03686). Members of both this family and TIGR03686 itself tend to cluster with each other, with the ubiquitin analog Pup (TIGR03687) associated with targeting to the proteasome, and with proteasome subunits themselves."
TIGR03407	79.29136396	-1.427234184	0.592177898	-2.410144298	0.015946212	0.066274112	Transport and binding proteins	"Amino acids, peptides and amines"	urea_ABC_UrtA	"urea ABC transporter, urea binding protein"	urtA	NA	Members of this protein family are ABC transporter substrate-binding proteins associated with urea transport and metabolism. This protein is found in a conserved five-gene transport operon typically found adjacent to urease genes. It was shown in Cyanobacteria that disruption leads to the loss of high-affinity urea transport activity. Members of this protein family tend to have the twin-arginine signal for Sec-independent transport across the plasma membrane.
TIGR02181	14.69344729	0.790658038	0.328785466	2.404784028	0.016182026	0.066597508	Energy metabolism	Electron transport	GRX_bact	"Glutaredoxin, GrxC family"	grxC	NA	Glutaredoxins are thioltransferases (disulfide reductases) which utilize glutathione and NADPH as cofactors. This family of glutaredoxins includes the E. coli protein GrxC (Grx3) which appears to have a secondary role in reducing ribonucleotide reductase (in the absence of GrxA) possibly indicating a role in the reduction of other protein disulfides [2].
TIGR03225	39.56144931	-0.998476995	0.415841746	-2.401098504	0.016345936	0.067030096	Energy metabolism	Other	benzo_boxB	"benzoyl-CoA oxygenase, B subunit"	boxB	1.14.12.21	"Members of this protein family are BoxB, the B subunit of benzoyl-CoA oxygenase. This oxygen-requiring enzyme acts in an aerobic pathway of benzoate catabolism via coenzyme A ligation."
TIGR02525	24.21866887	-0.869140017	0.363163755	-2.393245484	0.016700063	0.068236818	Mobile and extrachromosomal element functions	Plasmid functions	plasmid_TraJ	plasmid transfer ATPase TraJ	traJ	NA	Members of this protein family are predicted ATPases associated with plasmid transfer loci in bacteria. This family is most similar to the DotB ATPase of a type-IV secretion-like system of obligate intracellular pathogens Legionella pneumophila and Coxiella burnetii (TIGR02524).
TIGR02212	14.18791002	1.050326793	0.44067991	2.383423359	0.017152456	0.069834998	Protein fate	Protein and peptide secretion and trafficking	lolCE	"lipoprotein releasing system, transmembrane protein, LolC/E family"	NA	NA	"This HMM describes the LolC protein, and its paralog LolE found in some species. These proteins are homologous to permease proteins of ABC transporters. In some species, two paralogs occur, designated LolC and LolE. In others, a single form is found and tends to be designated LolC."
TIGR01660	32.27006616	-2.570760247	1.081729891	-2.376526958	0.017476484	0.07090104	Energy metabolism	Anaerobic	narH	"nitrate reductase, beta subunit"	narH	1.7.99.4	"The Nitrate reductase enzyme complex allows bacteria to use nitrate as an electron acceptor during anaerobic growth. The enzyme complex consists of a tetramer that has an alpha, beta and 2 gamma subunits. The alpha and beta subunits have catalytic activity and the gamma subunits attach the enzyme to the membrane and is a b-type cytochrome that receives electrons from the quinone pool and transfers them to the beta subunit. This model is specific for the beta subunit for nitrate reductase I (narH) and nitrate reductase II (narY) for gram positive and gram negative bacteria.A few thermophiles and archaea also match the model.The seed members used in this model are all experimentally characterized and include the following:SP:P11349, and SP:P19318, both E.Coli (NarH and NarY respectively), SP:P42176 from B. Subtilis, GP:11344602 from Psuedomonas fluorescens,GP:541762 from Paracoccus denitrificans, and GP:18413622 from Halomonas halodenitrificans. This HMM also matches PFAM PF00037 for 4Fe-4S binding domain."
TIGR01839	53.68592043	1.142700312	0.481773483	2.371862197	0.01769869	0.071295077	Fatty acid and phospholipid metabolism	Biosynthesis	PHA_synth_II	"poly(R)-hydroxyalkanoic acid synthase, class II"	phaC	NA	"This HMM represents the class II subfamily of poly(R)-hydroxyalkanoate synthases, which polymerizes hydroxyacyl-CoAs, typically with six to fourteen carbons in the hydroxyacyl backbone into aliphatic esters termed poly(R)-hydroxyalkanoic acids. These polymers accumulate as carbon and energy storage inclusions in many species and can amount to 90 percent of the dry weight of cell."
TIGR01277	72.94255993	0.674724783	0.284359623	2.372786882	0.017654447	0.071295077	Transport and binding proteins	Other	thiQ	"thiamine ABC transporter, ATP-binding protein"	thiQ	3.6.3.-	"This HMM describes the energy-transducing ATPase subunit ThiQ of the ThiBPQ thiamine (and thiamine pyrophosphate) ABC transporter in several Proteobacteria. This protein is found so far only in Proteobacteria, and is found in complete genomes only if the ThiB and ThiP subunits are also found."
TIGR00551	35.64424763	0.434171805	0.18329633	2.368687935	0.017851308	0.071656661	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nadB	L-aspartate oxidase	nadB	1.4.3.16	"L-aspartate oxidase is the B protein, NadB, of the quinolinate synthetase complex. Quinolinate synthetase makes a precursor of the pyridine nucleotide portion of NAD. This model identifies proteins that cluster as L-aspartate oxidase (a flavoprotein difficult to separate from the set of closely related flavoprotein subunits of succinate dehydrogenase and fumarate reductase) by both UPGMA and neighbor-joining trees. The most distant protein accepted as an L-aspartate oxidase (NadB), that from Pyrococcus horikoshii, not only clusters with other NadB but is just one gene away from NadA."
TIGR01205	14.46620069	0.711101011	0.301316087	2.359983557	0.018275745	0.07310298	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	D_ala_D_alaTIGR	D-alanine--D-alanine ligase	NA	6.3.2.4	"This model describes D-Ala--D-Ala ligase, an enzyme that makes a required precursor of the bacterial cell wall. It also describes some closely related proteins responsible for resistance to glycopeptide antibiotics such as vancomycin. The mechanism of glyopeptide antibiotic resistance involves the production of D-alanine-D-lactate (VanA and VanB families) or D-alanine-D-serine (VanC). The seed alignment contains only chromosomally encoded D-ala--D-ala ligases, but a number of antibiotic resistance proteins score above the trusted cutoff of this model."
TIGR02381	1443.522025	0.516490476	0.21925428	2.355668841	0.018489392	0.073198551	DNA metabolism	"DNA replication, recombination, and repair"	cspD	cold shock domain protein CspD	cspD	NA	"This HMM represents what appears to be a phylogenetically distinct clade, containing E. coli CspD (SP|P24245) and related proteobacterial proteins within the larger family of cold shock domain proteins described by Pfam HMM PF00313. The gene symbol cspD may have been used idependently for other subfamilies of cold shock domain proteins, such as for B. subtilis CspD. These proteins typically are shorter than 70 amino acids. In E. coli, CspD is a stress response protein induced in stationary phase. This homodimer binds single-stranded DNA and appears to inhibit DNA replication [1]."
TIGR02788	11.08527958	-0.772323915	0.32765485	-2.357126451	0.018416974	0.073198551	NA	NA	VirB11	P-type DNA transfer ATPase VirB11	virB11	NA	The VirB11 protein is found in the vir locus of Agrobacterium Ti plasmids where it is involved in the type IV secretion system for DNA transfer [1].
TIGR04514	13.16006185	-0.960496707	0.407748418	-2.355611116	0.018492265	0.073198551	NA	NA	GWxTD_dom	GWxTD domain	NA	NA	"This domain, about 100 amino acids long, occurs in Actinobacteria and other little-studied Gram-negative bacteria, Sec-dependent proteins 300-800 in length. The domain is rich in aromatic residues, with Trp, Tyr, or Phe as the majority amino acid in ten of the twenty-four most-conserved residue positions."
TIGR02346	17.03814623	-0.980336951	0.417395234	-2.348701835	0.018838986	0.074312955	NA	NA	chap_CCT_theta	"T-complex protein 1, theta subunit"	NA	NA	"Members of this family, all eukaryotic, are part of the group II chaperonin complex called CCT (chaperonin containing TCP-1) or TRiC. The archaeal equivalent group II chaperonin is often called the thermosome. Both are somewhat related to the group I chaperonin of bacterial, GroEL/GroES. This family consists exclusively of the CCT alpha chain (part of a paralogous family) from animals, plants, fungi, and other eukaryotes."
TIGR01931	17.08196773	1.099415404	0.468722574	2.345556766	0.018998685	0.074684487	NA	NA	cysJ	"sulfite reductase [NADPH] flavoprotein, alpha-component"	NA	1.8.1.2	This model describes an NADPH-dependent sulfite reductase flavoprotein subunit. Most members of this family are found in Cys biosynthesis gene clusters. The closest homologs below the trusted cutoff are designated as subunits nitrate reductase.
